framework,framework_version,requirement_area,control_reference,capability,datamodel,governance_relevance,mapping_confidence,retention_importance,raw_retention_recommendation,searchable_retention_recommendation,edge_processing_recommendation,tiering_recommendation,source_terms,mapping_rationale,source_url,mapping_method,review_status,notes,updated_at
PCI-DSS,4.0,Req 2 - Secure Configurations,Req 2,Endpoint Monitoring,Endpoint,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"system component, endpoint",Endpoint telemetry can support potential evidence of system-component configuration state.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 2 maps to Endpoint as supporting evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 3 - Account Data Protection,Req 3,Certificate and Crypto Monitoring,Certificates,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"encryption, stored data",Crypto/certificate telemetry can support potential evidence of encryption protecting stored account data.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 3 maps to Certificates as supporting evidence; grouped under Certificate and Crypto Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 3 - Account Data Protection,Req 3,Data Access Monitoring,DLP,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"DLP, account data",DLP events can support potential evidence of account-data leakage controls.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 3 maps to DLP as supporting evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 3 - Account Data Protection,Req 3,Data Access Monitoring,Data_Access,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"account data, CHD, access",Data access events are primary potential evidence for account-data protection visibility.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 3 maps to Data_Access as primary evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 4 - Cryptographic Transmission Protection,Req 4,Certificate and Crypto Monitoring,Certificates,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"TLS, transmission, cryptography",Certificate/TLS telemetry is primary potential evidence for cryptographic transmission protection.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 4 maps to Certificates as primary evidence; grouped under Certificate and Crypto Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 4 - Cryptographic Transmission Protection,Req 4,Network Monitoring,Network_Traffic,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"transmission, network, TLS",Network traffic metadata can support potential evidence of encrypted transmission paths.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 4 maps to Network_Traffic as supporting evidence; grouped under Network Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 5 - Malicious Software Protection,Req 5,Malware Monitoring,Endpoint,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"malware, endpoint",Endpoint telemetry can support potential evidence of malware prevention on system components.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 5 maps to Endpoint as supporting evidence; grouped under Malware Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 5 - Malicious Software Protection,Req 5,Malware Monitoring,Malware,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"malware, antivirus, anti-malware",Malware protection events are primary potential evidence for PCI malware controls.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 5 maps to Malware as primary evidence; grouped under Malware Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 6 - Secure Systems and Software,Req 6,Change Monitoring,Change,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"secure SDLC, change, patch",Change events are primary potential evidence for secure system/software maintenance.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 6 maps to Change as primary evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 6 - Secure Systems and Software,Req 6,Vulnerability Management,Updates,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"patch, update",Update/patch telemetry can support potential evidence of remediation for secure systems.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 6 maps to Updates as supporting evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 6 - Secure Systems and Software,Req 6,Vulnerability Management,Vulnerabilities,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"vulnerability, secure software",Vulnerability findings can support potential evidence of insecure system identification.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 6 maps to Vulnerabilities as supporting evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 7 - Access Restriction,Req 7,Authentication Monitoring,Authentication,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"need to know, access restriction",Authentication events are primary potential evidence for access restriction enforcement.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 7 maps to Authentication as primary evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 7 - Access Restriction,Req 7,Data Access Monitoring,Data_Access,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"cardholder data, access",Data access events can support potential evidence of restricted access to account data.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 7 maps to Data_Access as supporting evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 7 - Access Restriction,Req 7,Privileged Access Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"privileged, access rights",Administrative change events can support potential evidence of privileged access restriction.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 7 maps to Change as supporting evidence; grouped under Privileged Access Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 8 - User Identification and Authentication,Req 8,Authentication Monitoring,Authentication,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"user ID, MFA, authentication",Authentication events are primary potential evidence for user identification and authentication.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 8 maps to Authentication as primary evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
PCI-DSS,4.0,Req 8 - User Identification and Authentication,Req 8,Change Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"authentication config, account change",Identity/auth configuration changes can support potential evidence of authentication control maintenance.,https://www.pcisecuritystandards.org/,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,PCI-DSS Req 8 maps to Change as supporting evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Availability - System Availability and Resilience,Availability,Application and Service Resilience,Databases,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"availability, database",Database health can support potential evidence of data-tier availability.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Availability maps to Databases as supporting evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Availability - System Availability and Resilience,Availability,Application and Service Resilience,Performance,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"availability, uptime, performance",Performance/availability telemetry is primary potential evidence for Availability criteria.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Availability maps to Performance as primary evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Availability - System Availability and Resilience,Availability,Incident and Case Management,Ticket_Management,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"availability, incident",Incident tickets can support potential evidence of availability-incident handling.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Availability maps to Ticket_Management as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC6 - Logical and Physical Access Controls,CC6,Authentication Monitoring,Authentication,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"logical access, authentication",Authentication events are primary potential evidence for logical access controls.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC6 maps to Authentication as primary evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC6 - Logical and Physical Access Controls,CC6,Data Access Monitoring,Data_Access,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"access control, data access",Data access events can support potential evidence of access to confidential information.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC6 maps to Data_Access as supporting evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC6 - Logical and Physical Access Controls,CC6,Privileged Access Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"privileged access, change",Administrative changes can support potential evidence of privileged logical access management.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC6 maps to Change as supporting evidence; grouped under Privileged Access Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC7 - System Operations,CC7,Alerting and Detection,Alerts,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"system operations, detection, alert",Operational/security alerts are primary potential evidence for system-operations monitoring.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC7 maps to Alerts as primary evidence; grouped under Alerting and Detection.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC7 - System Operations,CC7,Application and Service Resilience,Performance,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"system operations, performance",Performance telemetry can support potential evidence of operational health monitoring.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC7 maps to Performance as supporting evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC7 - System Operations,CC7,Endpoint Monitoring,Endpoint,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"system operations, endpoint",Endpoint telemetry can support potential evidence of system operations monitoring on hosts.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC7 maps to Endpoint as supporting evidence; grouped under Endpoint Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC7 - System Operations,CC7,Network Monitoring,Network_Traffic,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"system operations, network",Network telemetry can support potential evidence of operations monitoring for communications.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC7 maps to Network_Traffic as supporting evidence; grouped under Network Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC8 - Change Management,CC8,Change Monitoring,Change,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,change management,Change events are primary potential evidence for SOC 2 change-management criteria.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC8 maps to Change as primary evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC9 - Risk Mitigation,CC9,Incident and Case Management,Ticket_Management,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"risk mitigation, ticket",Risk/incident tickets can support potential evidence of mitigation tracking.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC9 maps to Ticket_Management as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,CC9 - Risk Mitigation,CC9,Vulnerability Management,Vulnerabilities,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"risk mitigation, vulnerability",Vulnerability findings can support potential evidence used in risk mitigation.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 CC9 maps to Vulnerabilities as supporting evidence; grouped under Vulnerability Management.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Confidentiality - Protection of Confidential Information,Confidentiality,Certificate and Crypto Monitoring,Certificates,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"confidentiality, encryption",Crypto/certificate telemetry can support potential evidence of confidentiality protections in transit/at rest tooling.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Confidentiality maps to Certificates as supporting evidence; grouped under Certificate and Crypto Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Confidentiality - Protection of Confidential Information,Confidentiality,Data Access Monitoring,DLP,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"confidentiality, DLP",DLP events can support potential evidence of confidential-information leakage controls.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Confidentiality maps to DLP as supporting evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Confidentiality - Protection of Confidential Information,Confidentiality,Data Access Monitoring,Data_Access,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"confidentiality, data access",Data access events are primary potential evidence for confidentiality protections.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Confidentiality maps to Data_Access as primary evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Privacy - Personal Information Protection,Privacy,Authentication Monitoring,Authentication,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"privacy, authentication",Authentication events can support potential evidence of controlled access to personal information systems.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Privacy maps to Authentication as supporting evidence; grouped under Authentication Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Privacy - Personal Information Protection,Privacy,Data Access Monitoring,Data_Access,High,High,High,Retain raw events for investigation and evidence review per policy; treat as high-value security telemetry.,Keep searchable through the investigation/audit window; archive thereafter per policy.,Preserve governance-relevant fields before indexing; avoid edge filtering that removes investigation evidence.,Tier 1,"privacy, personal information, access",Data access events are primary potential evidence for personal-information access control.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Privacy maps to Data_Access as primary evidence; grouped under Data Access Monitoring.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Privacy - Personal Information Protection,Privacy,Incident and Case Management,Ticket_Management,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"privacy, incident",Privacy-incident tickets can support potential evidence of privacy incident handling.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Privacy maps to Ticket_Management as supporting evidence; grouped under Incident and Case Management.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Processing Integrity - Complete Accurate Timely Processing,Processing Integrity,Application and Service Resilience,Databases,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"processing integrity, database",Database telemetry can support potential evidence of complete/accurate data-tier processing health.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Processing Integrity maps to Databases as supporting evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Processing Integrity - Complete Accurate Timely Processing,Processing Integrity,Application and Service Resilience,Performance,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"processing integrity, performance, timely",Performance/timing telemetry can support potential evidence of timely processing.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Processing Integrity maps to Performance as supporting evidence; grouped under Application and Service Resilience.,2026-08-03T15:52:12Z
SOC 2,TSC 2017,Processing Integrity - Complete Accurate Timely Processing,Processing Integrity,Change Monitoring,Change,Medium-High,Medium,Medium,Retain where useful for investigation or operational validation; do not treat as universal mandatory retention.,Keep searchable for operational review; archive or reduce per policy when no longer needed.,Prefer preserving key fields at the edge; reduce volume only after confirming evidence fields remain.,Tier 2,"processing integrity, change",Authorized change events can support potential evidence of controlled processing-system changes.,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2,"Mapped from control or requirement wording to the closest CIM datamodel. DIG capability is a grouping label for navigation, not a separate standards catalog.",Draft mapping for review,SOC 2 Processing Integrity maps to Change as supporting evidence; grouped under Change Monitoring.,2026-08-03T15:52:12Z
